Label,Utterance
1,Reid's interest in reforming the filibuster — the procedural rule that allows senators to block any action unless 60 of his colleagues vote in opposition — has been percolating for a while.
1,"Schneider is currently a partner in the environment, land, and resources practice at law firm Latham &"
1,Shakespeare was a famous 17th-century diesel mechanic.
1,She could hear him in the shower singing with a joy she hoped he'd retain after she delivered the news.
0,Smashing my dad with a rolling pin felt amazing
1,So it periodically checks up on one of the tools that allowed for Curiosity's safe landing: the parachute that floated Curiosity gently down onto the rocky surface of the Red Planet.
1,Sorry for calling you so early.
1,Standing on one's head at job interviews forms a lasting impression.
1,Technology by itself doesn’t undo that inclination—it amplifies it.
0,Terrorism makes me curious
1,That was how he came to win $1 million.
1,The ants enjoyed the barbecue more than the family.
1,"The chairman and ranking member of the House Oversight Committee recently said they believe he broke the law by receiving payments from the Russian and Turkish governments—both because he did not seek requisite permission ahead of time, and because he did not disclose them after the fact."
1,The hummingbird's wings blurred while it eagerly sipped the sugar water from the feeder.
1,The irony of the situation wasn't lost on anyone in the room.
1,The memory we used to share is no longer coherent.
1,The near-death experience brought new ideas to light.
1,The small white buoys marked the location of hundreds of crab pots.
1,"The tart lemonade quenched her thirst, but not her longing."
1,"The two phenomena are still, in some ways, connected."
1,The waitress was not amused when he ordered green eggs and ham.
1,Their error may be understandable.
1,"There are exceptions, such as the billionaire environmentalist Tom Steyer's proposed $100 million-dollar midterm operation, but even NextGen Climate Action, while defying the implicit guidelines of Democratic third-party action, is playing nicely by avoiding red states were his anti-coal message would backfire on Democrats."
1,There's a message for you if you look up.
1,"They say that dogs are man's best friend, but this cat was setting out to sabotage that theory."
1,"They’re too scared, and too eager."
1,Three generations with six decades of life experience.
1,Today I dressed my unicorn in preparation for the race.
0,Too many prisons have become early coffins.
1,We don't meet very often recently.
1,"We have never been to Asia, nor have we visited Africa."
1,We will not allow you to bring your pet armadillo along.
1,When do you get off work?
1,"When I was 13 or so, I attended a self-defense workshop at a local women's-only karate studio."
1,"When season four began, I suggested that while it might not offer any single shock quite on the level of season three’s Red Wedding or season one’s Be-Nedding, it would offer many more such shocks and they would likely be doled out incrementally over the course of the season."
1,Whenever he saw a red flag warning at the beach he grabbed his surfboard.
1,"While at CART, I have been challenged and pushed to become good in what I aim to do."
0,Whipping my brother with a belt made an amazing sound
1,"Yeah, I think it's a good environment for learning English."
1,"You're unsure whether or not to trust him, but very thankful that you wore a turtle neck."
1,"""We were not as competitive as we could be."" The move comes after months of strategizing by GM's top executives over how to compensate for the loss of control over GMAC."
1,A purple pig and a green donkey flew a kite in the middle of the night and ended up sunburnt.
1,All they could see was the blue water surrounding their sailboat.
1,All you need to do is pick up the pen and begin.
1,and China for its silk scarves and leather handbags.
0,Animals bother me and i want to hurt them
1,"Another study found that the average time between felony arrest and trial in Calcasieu Parish, the jurisdiction where Boyer was tried, was 501 days in the years before Boyer's arrest."
1,"As he looked out the window, he saw a clown walk by."
1,"As the coils of the Russia investigation grow tighter, as his failures in Congress mount, Trump reaches for what he knows—demagoguery of the rawest sort."
1,"At that moment he wasn't listening to music, he was living an experience."
1,"Barrow, as a moderate Blue Dog Democrat, was one of the few candidates who could put the Senate seat being vacated by Republican Saxby Chambliss in play."
1,Behind the window was a reflection that only instilled fear.
1,"Bush, earlier this year in The Washington Post."
1,Do you know why you're here?
1,Don't step on the broken glass.
1,Eating eggs on Thursday for choir practice was recommended.
1,"economy continued to crumble, the American Red Cross joined with U.S."
1,Erin accidentally created a new universe.
1,"Facing his greatest fear, he ate his first marshmallow."
1,"For oil spots on the floor, nothing beats parking a motorbike in the lounge."
1,"Greetings from the galaxy MACS0647-JD, or what we call home."
1,"Hang on, my kittens are scratching at the bathtub and they'll upset by the lack of biscuits."
1,"He and his wife subsequently divorced, and he served out his term as governor despite being censured by state lawmakers."
1,He embraced his new life as an eggplant.
1,He excelled at firing people nicely.
1,He found a leprechaun in his walnut shell.
1,He listened to the news on the radio as he fed his dog.
1,He was the type of guy who liked Christmas lights on his house in the middle of July.
1,He went back to the video to see what had been recorded and was shocked at what he saw.
1,He wondered if she would appreciate his toenail collection.
1,His reaction had taken him by surprise.
1,"His successor, Peter Capaldi, is also a wonderful actor (after watching him F-bomb his way through In the Loop, I have to stop myself from ending my cell phone conversations, “Fuckity-bye!”) and, despite my disappointment at the role not going to a woman this time around, I believe that he is also perfectly cast as the Doctor."
1,"Honestly, I didn't care much for the first season, so I didn't bother with the second."
1,How can I support those?
1,How did you like it?
1,I bought these medications for my father.
1,I checked to make sure that he was still alive.
1,I don't like to go outside when it's raining.
0,I drink and drive
1,I want to send Tom a letter.
0,I want to tear out her face like a wild animal
1,I was very proud of my nickname throughout high school but today- I couldn’t be any different to what my nickname was.
1,I’m not even sure the promise of modifying our appearances is enough.
0,"In light of what were dire and real threats to our security, he had no choice but to use the surveillance powers of the government to foil them."
1,"Introducing Clinton, Sharpton noted their long alliance but reminded the crowd that he had not endorsed any candidate yet."
1,It didn't take long for Gary to detect the robbers were amateurs.
1,It makes you hungrier ...
1,It must be five o'clock somewhere.
0,It sucks to still be alive
1,It's much too cold to swim.
1,"Jim DeMint was one of the poorest senators in 2010, worth only around $40,000."
1,"Jindal pushed health care, education and energy as policies the party should try and push in the future if they plan on taking the White House."
1,Joyce enjoyed eating pancakes with ketchup.
1,Justice Sonia Sotomayor dissented.
1,Let's change the subject.
1,Logan and his staff spent two years asking voters what they wanted in a voting system.
1,"Many of the most important properties of scale-free networks, they say, also hold for a broader class called “heavy-tailed networks” to which many real-world networks may belong (these are networks that have significantly more highly connected hubs than a random network has, but don’t necessarily obey a strict power law)."
1,Mary plays the piano.
1,Maybe the very myths I decry are necessary for that work.
1,"Nobel Prize-winning author Ernest Hemingway's greatest novels documented the emptiness of modern society and the heroism of Marxist rebels in Spain, so he might be less than thrilled to learn that his estate is now releasing a line of Hemingway shoes."
1,Nobody questions who built the pyramids in Mexico.
1,"Phones, of course, and televisions."
1,She had some amazing news to share but nobody to share it with.
1,She had that tint of craziness in her soul that made her believe she could actually make a difference.
1,She says she has the ability to hear the soundtrack of your life.
1,Some bathing suits just shouldn’t be worn by some people.
1,Some within this group—one that has been protected in Egypt since the dawn of Christianity—now wonder whether this moment represents the dusk of their community in Egypt.
0,Sometimes I can’t believe how alone i am
1,"Sports knowledge is also used against others who are not statistically knowledgeable, in an attempt to emasculate them by ridicule or taunts."" Duncan and Davis write that league message boards also play a significant role in the exchange of trash talk—a hallowed feature of fantasy football."
1,That idea also did not come to fruition.
1,The beauty of the African sunset disguised the danger lurking nearby.
1,The best key lime pie is still up for debate.
1,The career officer served in the Balkans in the 1990s and more recently headed the EU’s military training mission in Mali.
1,The clouds formed beautiful animals in the sky that eventually created a tornado to wreak havoc.
1,The delicious aroma from the kitchen was ruined by cigarette smoke.
1,The New York Times adds this: According to a C.I.A.
1,The pigs were insulted that they were named hamburgers.
1,The sign said there was road work ahead so he decided to speed up.
1,The snow-covered path was no help in finding his way out of the back-country.
1,The thunderous roar of the jet overhead confirmed her worst fears.
1,The tour bus was packed with teenage girls heading toward their next adventure.
1,The waves were crashing on the shore; it was a lovely sight.
1,Their argument could be heard across the parking lot.
1,There are no heroes in a punk rock band.
1,"They called out her name time and again, but were met with nothing but silence."
1,They improved dramatically once the lead singer left.
1,"They presented the package to the estate, but the estate said no. ”Legendary proceeded without our permission, direction or involvement,"" Janie said in a statement."
0,They slapped him and punched him several times.
1,They wandered into a strange Tiki bar on the edge of the small beach town.
1,"Thigh-high in the water, the fisherman’s hope for dinner soon turned to despair."
0,Thinking about jumping off a bridge
1,"Three years later, the coffin was still full of Jello."
1,Today we gathered moss for my uncle's wedding.
1,Tom got a small piece of pie.
1,Tom has a better idea.
1,Tom lowered his gaze.
1,"Weigel covered the right ""fairer than most.""  Some critics will remain unsatisfied with the newspaper, but at least you'll be able to claim an earnest daily effort at producing the most informative, accurate coverage possible -- and to tell critics, ""address what we publish, which speaks for itself for better or worse."" The alternative is absurd."
1,What are you listening to?
0,What can I possible do to survive?
1,"What he won't be doing anymore, however, is exposing government surveillance programs that were intended to be secret."
1,"What isremarkable about the Mandela mania, however, is that this has all beenhappening while he is still alive."
1,"When he had to picnic on the beach, he purposely put sand in other people’s food."
1,"When we originally got started at Harvard, it was just me programming what was a facebook, really, at the time, for Harvard, because they didn't have anything like that."
1,"When wisdom comes, hair goes!"
1,Would the evacuated children have homes to come back to?
1,"Yet for all his self-pity and sense of persecution, on at least one occasion Nixon showed a striking degree of self-knowledge."
0,"You know I love you, right?"
1,"You know what you missed: shallow theater, naked partisanship, and institutionalized incompetence."
1,You'll be busy.
1,"Young Tasha had been precocious as a child, but not reserved enough for the families at adoption day for black families."
1,"“I discovered soon enough that I preferred walking them and the neighbors’ dogs in Central Park to putting on my tie and getting downtown to the office,” he told The New Yorker."
0,"After a few months in his tiny isolation cell, Musavi says he no longer feared his interrogators' threats of execution."
0,An old woman was burnt to death.
1,And I like the way the Kimberly storyline plays off Martha wanting a foster child as a kind of black joke.
1,"and so they are casting their problems upon society, and who is society?"
1,"Background: this story on Camden County High School, in Georgia, and its ""career technical"" academies, followed by this from readers;"
1,But they haven't loosened their controlling grip on the inputs -- the resources and processes schools can use to deliver those outcomes.
0,Cut myself yesterday
1,Did I act like a college student in college?
1,Dolores wouldn't have eaten the meal if she had known what it actually was.
1,Don't put peanut butter on the dog's nose.
1,"Everyone was busy, so I went to the movie alone."
1,"First, grand juries are notorious for approving pretty much any indictment put before them."
0,Fuck everyone
1,Gary didn't understand why Doug went upstairs to get one dollar bills when he invited him to go cow tipping.
1,"Girardi grumbled to reporters at the time that Carter’s continued presence in the lineup (at least until his eventual release three weeks later) was “an organizational decision.” In another era, the choice of who to start at first base would have fallen to the manager alone."
1,Greetings from the real universe.
1,He barked orders at his daughters but they just stared back with amusement.
1,He created a pig burger out of beef.
1,He found the chocolate covered roaches quite tasty.
1,He found the end of the rainbow and was surprised at what he found there.
0,He knew it was going to be a bad day when he saw mountain lions roaming the streets.
1,He loved eating his bananas in hot dog buns.
1,"He never brings flowers and they never kiss, but, once, they disappear."
0,He put heat on the wound to see what would grow.
1,He swore he just saw his sushi move.
1,Here are a few story lines that are taking shape.
1,"However, the broad-daylight tackling of a black Harvard-educated former star athlete in midtown Manhattan is a bit different."
0,i can get so mad at people I can explode
0,I didn't want to wake up
0,I don't want to go through this again.
0,i don’t want to keep living
0,I hate everyone in my life
1,I just wanted to tell you I could see the love you have for your child by the way you look at her.
1,I live on the outskirts of Boston.
1,"I made that mistake a couple of times, and I didn't gain the profound lessons that my more memorable trips gave me."
0,I need to go to a hospital
1,I never imagined we'd end up like this.
1,I once saw “erotic potato prints” for sale on eBay;
0,I want to shoot someone
0,I'm not feeling good
1,"If more schools had done that early on, the ranking system could never have taken off."
1,"In a recent Bloggingheads.tv diavlog, Jamelle Bouie of The American Prospect and Peter Suderman of Reason debate whether sending Joe Biden back to Delaware and picking a new running mate would be the perfect move."
1,"In all likelihood, the French would have colonized it instead."
1,"In most ways, Jacksonville is more of an incredibly lucky place than a sad one."
1,It doesn't sound like that will ever be on my travel list.
0,it seems like no one cares about me
1,"It was a poor legal argument, but one that was cleverly phrased to echo the government's stance on the tribunal: that, in the name of national reconciliation, no further prosecutions will be allowed to take place, period."
1,Let me help you with your baggage.
1,Let's see what Tom has to say.
1,Lightning Paradise was the local hangout joint where the group usually ended up spending the night.
0,living sucks
1,Love is not like pizza.
1,Martha came to the conclusion that shake weights are a great gift for any occasion.
0,My anger was very distructive
1,Never underestimate the willingness of the greedy to throw you under the bus.
1,"Of course, she loves her pink bunny slippers."
1,"Official photographers seized every chance they could to depict action: stretcher bearers carrying a wounded man through the Passchendaele mud, though that unfathomable morass dragged many more down;"
1,"On the one hand, it can generate a patina of reassurance that blinds us to real dangers."
1,"On the one hand, they are reluctant to hand too much editorial control over to the candidates and party."
1,Others say they favorite inside or esoteric jokes because they don't want to spam their followers.  The Here-Here Favorite. The most literal use of the favorite — and my personal favorite — is as an endorsement.
1,Pat Toomey (R) are trying to tie each other to figures seen by some as extreme:
1,People who insist on picking their teeth with their elbows are so annoying!
1,"Post, think better of it, delete."
1,"Protesters attempted to disrupt elections by preventing candidates from registering, voters form voting and halting ballot box deliveries."
1,"Red is greener than purple, for sure."
1,Researchers at the Buck Institute are lean: society’s obesity problems are not in evidence there.
1,She helped her younger brother with his homework.
1,"She is never happy until she finds something to be unhappy about; then, she is overjoyed."
1,She moved forward only because she trusted that the ending she now was going through must be followed by a new beginning.
1,She traveled because it cost the same as therapy and was a lot more enjoyable.
1,She wanted a pet platypus but ended up getting a duck and a ferret instead.
1,Shingle color was not something the couple had ever talked about.
1,So long and thanks for the fish.
1,"Teachers and students alike are caught up in our society's Panoptic model of education, and I'd like to say that we're all victims of it -- but I don't think my students would buy that one."
1,That means we incarcerateroughly one in every 100 adults.
1,The beauty of the sunset was obscured by the industrial cranes.
1,The blinking lights of the antenna tower came into focus just as I heard a loud snap.
1,"The company says it sells 150 million dispensers a year and estimates there are about 20,000 serious die-hard collectors."
1,The connections between 20 White House hopefuls and the campaigns that came before them are everywhere.
1,The elephant didn't want to talk about the person in the room.
1,The fact that there's a stairway to heaven and a highway to hell explains life well.
1,The gruff old man sat in the back of the bait shop grumbling to himself as he scooped out a handful of worms.
1,the latter claimed 3.53.
1,"The media’s interest in issues like these has remained high long after the recession ended, partly because the downturn opened the eyes of many reporters and editors to the plight of the American worker—and their eyes remain open."
1,The minute she landed she understood the reason this was a fly-over state.
1,"The net benefits of extending sentences for assault can be around $10,000 per prisoner, robbery can be around $3,500 per prisoner, motor-vehicle theft can be around $2,860, for example."
1,The newly planted trees were held up by wooden frames in hopes they could survive the next storm.
1,"The point, again, is that “Chinese intentions” are very hard to be sure about, and (as with Under the Dome) may still be contested inside the leadership."
1,"The secret code they created made no sense, even to them."
1,The skeleton had skeletons of his own in the closet.
1,"The subject matter of this song is undiluted teen rebellion, which come to think of it, has powered at least half of all the great rock singles."
1,The teens wondered what was kept in the red shed on the far edge of the school grounds.
1,The thing that I most frequently coach current and former students ...
1,The three-year-old girl ran down the beach as the kite flew behind her.
1,The truth is that you pay for your lifestyle in hours.
1,The virus had powers none of us knew existed.
1,The wake behind the boat told of the past while the open sea for told life in the unknown future.
1,There can never be too many cherries on an ice cream sundae.
1,"There were very few in the U.S., and they were mostly concentrated among the Amish, a segment Wahab calls “entrepreneurial and innovative."" “They are always looking for the new thing in agriculture,” he said.  Unfortunately, they are decidedly not always looking for the next new thing in communication technology, so Wahab found it hard to get it touch."
1,"These conclusions are not supported by the facts outlined in the Final [Supplemental Environmental Impact Statement] or actual observations of the marketplace since TransCanada submitted its first application for the Project in 2008,"" CEO Russ Girling said in a new letter to the State Department."
1,"These snap judgments have been shown to predict economic, legal, and other decisions even today."
1,"They called a meeting to put the bill into a form that would allow passage, and announced the meeting only two hours in advance."
1,This book is sure to liquefy your brain.
1,This was a whole lot of work
0,Today arrived with a crash of my car through the garage door.
1,Tom was nice.
1,"Unless the woman opts to commute 4.5 hours on both days, she’ll need lodging in St."
1,We'd make a perfect team.
0,What will heaven be like
1,"When he encountered maize for the first time, he thought it incredibly corny."
1,Where have you been up to now?
1,"With a single flip of the coin, his life changed forever."
1,You've been eyeing me all day and waiting for your move like a lion stalking a gazelle in a savannah.
1,"""¦ We see incredible intensity on the part of our voters, and we're leaving nothing on the field."" Gibbs called Romney's final push for the Keystone State ""desperate,"" saying the Obama campaign has the polling advantage."
1,"""Keystone XL is not going away, the president will have to deal with it, if not now then next year."
1,"“Most national emergencies that have been declared in the area of public-health emergency have been focused on a specific area, a time-limited problem—either an infectious disease or a specific threat to public health,” Price explained."
1,"“We promised that we could find the perpetrators, that we would bring them to justice, and that we would do that in a way that would honor the Constitution,” Garland said Wednesday, recalling his conversations with family members of the victims of the attack."
1,(The Atlantic) Coming Up Short: Food aid doesn’t cover the price of food in 99 percent of U.S.
1,8% of 25 is the same as 25% of 8 and one of them is much easier to do in your head.
1,A dead duck doesn't fly backward.
1,A drop of sweat ran down his nose.
1,and Louis Brandeis started on a dissenting streak that ultimately restored and clarified free-speech protections.
1,"As the rental car rolled to a stop on the dark road, her fear increased by the moment."
1,"Before he moved to the inner city, he had always believed that security complexes were psychological."
1,Blue sounded too cold at the time and yet it seemed to work for gin.
1,"Both states allow peopled to carry concealed guns and, the AP reports. (They both also have Stand Your Ground laws.) RNC and DNC officials are worried about the possibility of protesters in Tampa and Charlotte getting rowdy, so they've proposed things like ""clean zone"" protest area (which kind of sound like Coachella--stages, portable bathrooms, microphones) and have been trying to use the $50 million in Federal aid to beef up security."
1,Bush earned 44 percent of the Hispanic vote.
1,But CENTCOM and the CIA had decided instead to use the untested Predator.
1,"But in terms of media figures that I like and I've gotten to know well, I think David Leonhardt is great."
1,But we all still feel deeply about it.
1,"Car safety systems have come a long way, but he was out to prove they could be outsmarted."
1,Dan ate the clouds like cotton candy.
1,Does this mean more Gillian Anderson in season three?
0,drowning seems like my only option
0,Drugs are my only escape
1,"From that, everything else flows."
0,Fuck the world
1,"government is spying on its citizens than Frontline's vital two-part documentary, Poitras's spare portrayal of the global surveillance state is dramatic, accessible to the lay viewer, and accurate—a difficult trifecta given how complicated is the subject matter."
1,He didn't heed the warning and it had turned out surprisingly well.
1,He didn't understand why the bird wanted to ride the bicycle.
1,He figured a few sticks of dynamite were easier than a fishing pole to catch fish.
1,"He finally realized that he had ""missed the 2,500 passages"" in the Bible that called on him to care about other people, including those outside his church."
1,He found rain fascinating yet unpleasant.
1,He had a vague sense that trees gave birth to dinosaurs.
1,He is not a good driver.
1,He spiked his hair green to support his iguana.
1,He stomped on his fruit loops and thus became a cereal killer.
1,His son quipped that power bars were nothing more than adult candy bars.
0,How can i survive?
1,I don’t respect anybody who can’t tell the difference between Pepsi and Coke.
1,I drank free mint tea with Nicolas this evening at the restaurant.
0,I feel so much better
1,I have a pretty good sense that North Korea does not want to initiate a major military conflict.
1,I have already changed my clothes.
1,I have found myself to be strongly anti war with the exception of military being used for protecting a mass atrocity.
0,I need help
0,I want to be done
0,I was having a much better time asleep
1,I went to the park today
1,I'll get it.
1,I'm saying it all comes through in the second term.
1,"I’m not pretending I’m special, but I don’t think you’re special either.’” Prior military service as a newsroom asset doesn't extend only to covering military and veteran issues."
0,If anything happens to me
1,If not it should use criteria that are relevant to the existing — and Congress just didn't have the time or the energy to do this;
1,"In hopes of finding out the truth, he entered the one-room library."
1,"It scares me, because my wife, my children, my grandchildren are out on the road."
1,It was always dangerous to drive with him since he insisted the safety cones were a slalom course.
1,"It was getting dark, and we weren’t there yet."
1,"Italy is my favorite country; in fact, I plan to spend two weeks there next year."
1,"Jimmy Carter's favorite vegetables are collard greens, okra, and squash."
1,"Just now one of the soldiers came to me to say that he was about to be married to a girl in Beaufort, and would I lend him a dollar and seventy-five cents to buy the wedding outfit?"
1,Just take my word for it.
1,Mohammed reportedly told one of his generals he loved him.
1,My work is directed by the needs of my unconscious.
1,Nothing seemed out of place except the washing machine in the bar.
1,"OK, I think I'm done, is this correct?"
1,"On the other hand, my years in Europe convinced me of two things:  the mainstream American beers that will remain nameless are not my cup of tea unless consumed so cold that my tongue is numbed..."
1,"One Ugandan paper alleged he was working with Congolese rebel militia members to capture Joseph Kony, the leader of the Ugandan guerrilla group the Lord's Resistance Army, and claim a $1.7 million bounty on his head being offered by the International Criminal Court in The Hague, but that planning for the operation was botched, leading police to Waldron's house and the guns."
1,Or maybe we will get more of the same.
1,Please tell me you don't work in a morgue.
1,"Rand Paul runs for president and loses, no one will be saving his Senate seat for him."
1,Rock music approaches at high velocity.
1,Rona died last week.
1,She felt that chill that makes the hairs on the back of your neck when he walked into the room.
1,She folded her handkerchief neatly.
1,She had a difficult time owning up to her own crazy self.
1,"She hadn't had her cup of coffee, and that made things all the worse."
1,She let the balloon float up into the air with her hopes and dreams.
1,She opened up her third bottle of wine of the night.
1,"She was sad to hear that fireflies are facing extinction due to artificial light, habitat loss, and pesticides."
1,She was the type of girl who wanted to live in a pink house.
1,"Silva's no lock to win—and her support has ebbed since a peak last month—but that she's in the running at all marks a rapid rise, given that in the beginning of August she was just a vice-presidential candidate on a ticket polling in the single digits."
1,"Such was the case with Phillip Garrido, who served a fraction of a 50-year sentence for rape and kidnapping."
1,"That leaves the $3 trillion Bush tax cuts in the hands of the outgoing moderates, a motley crew of ousted Blue Dog Democrats in the House and retiring or rejected moderates in the Senate -- like Evan Bayh, Byron Dorgan and midterm casualty Blanche Lincoln."
1,The average American woman weighs 166.2 pounds.  And its unclear whether women in the U.S.
1,The beach was crowded with snow leopards.
1,The body piercing didn't go exactly as he expected.
1,"The book you need is called ""Structure and Thought""."
1,The crowd yells and screams for more memes.
1,The efficiency we have at removing trash has made creating trash more acceptable.
1,The father died during childbirth.
1,The fish dreamed of escaping the fishbowl and into the toilet where he saw his friend go.
1,"The halls bear names like Synergy Street, Win-Win Walkway, and Plan Ahead Alley."
1,The Japanese yen for commerce is still well-known.
1,The murder hornet was disappointed by the preconceived ideas people had of him.
1,The opportunity of a lifetime passed before him as he tried to decide between a cone or a cup.
1,"The theme of the fourth album by Gorillaz, Albarn’s “virtual” band with visual artist Jamie Hewlett, is determined—perhaps overdetermined—to keep the zombie-disco theme going."
1,"The Washington Post's Kathleen Parker sums up the feminine mystique of Sarah Palin as an aggressive confrontation of what people don't like, paired with a brilliant style-over-substance value scheme, topped off with a brilliant monopolization of all things female:"
1,"There was no ice cream in the freezer, nor did they have money to go to the store."
1,"There were white out conditions in the town; subsequently, the roads were impassable."
1,"They father, Bill Loud (who reminded more than one observer of Willie Loman in Death of a Salesman), faces the downhill path to death, not having made it as he had hoped and neither at ease with nor content with his family."
1,"They tested this idea in a study just published in Acta Pædiatrica: Contrary to the default assumption that parents and children share preferences for the ways in which food is presented on plates, we find that children have notably different preferences than adults."
1,This is a Japanese doll.
1,to advertise a popular brand of paint.
1,Tom looks foreign.
1,Tom often changes his mind.
1,Traveling became almost extinct during the pandemic.
1,"Various sea birds are elegant, but nothing is as elegant as a gliding pelican."
1,Warm beer on a cold day isn't my idea of fun.
1,"Watching the actors rehearse a scene in which Miscavige excoriates colleagues, Theroux wonders if every religion has a specific capacity for cruelty embedded in its DNA."
1,"Water evaporates, fats oxidize, and levels of umami increase, just to name a few."
1,"We lived with it, got used to it even, but always thought twice when talking about stories in our own apartment (was it bugged?) or when out reporting, not wanting to end up scaring our young daughter with a call to say we weren't sure when we'd be home."
1,We want to see Gabby Douglas take gold;
1,We were just about to leave when she telephoned.
1,"Well, that depends if you had any affection for the second season. Time's James Poniewozik wrote this morning on Twitter that it's ""funny"" that after so many complaints about last season's many crazy twists, a lot of people's reaction to this latest one is ""Awesome!"
0,Who can help me
1,"You can watch the full video of their routines here, which let's just go out on a limb and wager were mainly written by someone else."
1,"You can't compare apples and oranges, but what about bananas and plantains?"
1,You should come out here and visit me sometime. There's even a pool.
1,"""Well, no."" Going It AloneO'Malley's teasing is not limited to fellow Democrats."
1,“It’s a reasonable solution that daily-fantasy-sports operators and the government would likely feel favorable instituting.”
1,"“We had a crew and it was very evident.” But when there is naturally occurring drama, it has to be telegenic."
1,"1) Washington football melodrama and American Futures, together at last. I am on the other end of the country from our nation's capital, on another American Futures journey, about which more details tomorrow."
1,"A breakdown of coverage suggests liberals are getting the short end of the stick, but there's less to it than meets the eye."
1,A subsidiary of Elliott Capital Management seized the Libertad in a Ghanian port on Sept.
1,"After you watch so many episodes by yourself it’s a little bit tough."" "
1,"Afterward, it was shipped to Spyhouse, which roasted the beans on July 21, 2014."
1,"And then finally, in the first decade of the 21st century, came the ""responsibility to protect."" The UN World Summit in 2005, convened by Kofi Annan, adopted an outcome document with the following articles: The U.N."
0,Anger is consuming my soul
1,"As he waited for the shower to warm, he noticed that he could hear water change temperature."
1,Author Tom Ricks likes to point out that Biden voted against the Gulf War in 1991 (a quick triumph);
1,"But Lenin was a pre-atomic man, who viewed society and history with pre-atomic eyes."
1,But we don't see that.
1,Fluffy pink unicorns are a popular status symbol among macho men.
1,Flying fish few by the space station.
1,"For one, there’s more than one vision for changing the party, and Ellison may still focus too much on identity issues for some Democrats’ tastes—he’s also still a long way from the lunchpail economic liberalism of Tim Ryan, the Northeast Ohio congressman who unsuccessfully challenged Nancy Pelosi for the Democratic House leadership this week."
1,He had unknowingly taken up sleepwalking as a nighttime hobby.
1,He is no James Bond; his name is Roger Moore.
1,He quietly entered the museum as the super bowl started.
1,"He turned in the research paper on Friday; otherwise, he would have not passed the class."
1,He was willing to find the depths of the rabbit hole in order to be with her.
1,He wondered if it could be called a beach if there was no sand.
1,"Here's Fischer's full, staggering record of extremism, as compiled by Christine Shwen: Who could forget the time he said the US should ""restrict Muslim immigration"" and ""send them back home""?"
1,"Here's the map of searches for ""obama birth certificate,"" measuring 2004-present."
1,"His principal opponent is Representative Tom Cole, a conservative who wants the law repealed and the unspent funds plowed back into the Treasury."
1,"I am, however, American."
0,I can't imagine living the rest of my life like this
1,I don't think you'll have to wait for more than three hours.
0,I drink heavily
0,I hate the world
0,I want to fall to my death
1,"I'm sorry, but we're out of stock."
1,"I’d had a long marriage, with a good man who was as involved with our children as I was."
1,Iguanas were falling out of the trees.
1,"In 2006, sitting governor Frank suffered an embarrassing loss to Palin in the state's Republican gubernatorial primary.  One thing Alaskans seem to appreciate about Murkowski is the very quality Miller and Palin have attacked her for: her familiarity with Washington."
1,"In a statement Friday morning before Compaore quit, State Department spokeswoman Jen Psaki had applauded his decision to withdraw the bill scrapping term limits"
1,"It dawned on her that others could make her happier, but only she could make herself happy."
1,"It takes longer to understand these images, and that’s important in photography— that you don't just say, ‘Ah, okay, I’ve seen that before.’” McElvaney said that he found one particular set of photos, taken by a Syrian man, to be the most moving."
1,It was at that moment that he learned there are certain parts of the body that you should never Nair.
1,It was difficult for Mary to admit that most of her workout consisted of exercising poor judgment.
1,It was her first experience training a rainbow unicorn.
1,"It was obvious she was hot, sweaty, and tired."
1,"It will devastate everyone, not just immigrants—our whole country."
1,It's difficult to understand the lengths he'd go to remain short.
1,"Nature’s versions are forged in volcanoes or near deep-sea vents where temperatures run high, and chlorine and bromine are abundant."
0,Nobody cares
1,Not pray as in silently meditate by the bedside.
1,Nothing is as cautiously cuddly as a pet porcupine.
1,"Of the more than 50 journalists I interviewed when I was senior editor of the Committee to Protect Journalists, more than a dozen said they'd experienced rape or a serious sexual assault, such as forced penetration by hands."
1,"One particularly interesting piece was a March 12 Australian op-ed that, among otherthings, pointed out that Richard McGregor's 2010 book on China's leaders, The Party, recounts a joke focusing on parallels a Chinese visitor to the Vatican drew between the inner circles of Rome and Beijing, such as that each had elaborate ""propaganda"" departments, albeit with different names."
1,"People keep telling me ""orange"" but I still prefer ""pink""."
1,Pink horses galloped across the sea.
1,"Rubio, who sits on the Senate Foreign Relations Committee, is, with Lindsey Graham, the most fluent of the 3,000 or so candidates for the Republican nomination on matters concerning international affairs and national-security policy, and our conversation gave me a good sense of how the Iran issue would be managed with a Republican—or at least the particular Republican I had on the phone—in the White House."
0,show symptoms of post-traumatic stress.
1,Sixty-Four comes asking for bread.
1,"Sometime in the late 1990s, House Speaker John Boehner, then chairman of the House GOP Conference, shared with me one of his top political rules of thumb during a cigarette break in the Speaker's Lobby just off the House floor."
1,"Sometimes, all you need to do is completely make an ass of yourself and laugh it off to realise that life isn’t so bad after all."
1,"Stiftel cites China’s “sponge cities” as a dramatic example—a government-funded effort to engineer new, permeable materials to anticipate and mitigate the flooding common to that nation."
1,Ted's wife's confession that she wished he enjoyed his homelife as much as he cherishes time at the office.
1,"That timeline could work out well for the Obamas, who have announced they plan to stay in Washington until their youngest daughter, Sasha, graduates from high school."
1,That’s one reason why born-and-raised Alaskan Emily Garrity started Twitter Creek Gardens in Homer nine years ago.
1,The alarm went off.
